,Unnamed: 0,职位名,链接,公司,工作地点,薪资,经验,学历,地区,月薪,大专,本科,硕士,高中
323,645,Python 高级开发工程师,http://jobs.51job.com/nanjing/91535442.html?s=01&t=0,紫光西部数据有限公司,南京,30-40万/年,5-7年经验,本科,7,29166.66666666667,0,1,0,0
324,651,python开发工程师,http://jobs.51job.com/shanghai-pdxq/88788642.html?s=01&t=0,微鲸科技有限公司,上海-浦东新区,1-1.5万/月,1年经验,本科,0,12500.0,0,1,0,0
325,652,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/85321381.html?s=01&t=0,深圳市和讯华谷信息技术有限公司,深圳-南山区,1.2-2.4万/月,2年经验,本科,30,18000.0,0,1,0,0
326,653,Python工程师,http://jobs.51job.com/beijing-cyq/89726988.html?s=01&t=0,人人公司（Renren Inc）,北京-朝阳区,1-2万/月,2年经验,大专,6,15000.0,1,0,0,0
327,654,Java/Python服务器后台开发,http://jobs.51job.com/shanghai-mhq/78865771.html?s=01&t=0,合家科技（上海）有限公司,上海-闵行区,0.8-2万/月,5-7年经验,本科,0,14000.0,0,1,0,0
328,655,PHP/Python 开发工程师,http://jobs.51job.com/shanghai-pdxq/91433890.html?s=01&t=0,上海橘涞金融信息服务有限公司,上海-浦东新区,6-8千/月,无工作经验,本科,0,7000.0,0,1,0,0
329,656,数据分析软件开发工程师（Python）,http://jobs.51job.com/beijing-cyq/87942991.html?s=01&t=0,华凯仕达（北京）管理咨询有限公司,北京-朝阳区,15-20万/年,3-4年经验,本科,6,14583.333333333336,0,1,0,0
330,659,Python开发工程师（数据采集）,http://jobs.51job.com/shanghai-pdxq/84540686.html?s=01&t=0,上海创造科技创新研究促进中心,上海-浦东新区,1-2万/月,2年经验,本科,0,15000.0,0,1,0,0
331,660,Python爬虫工程师,http://jobs.51job.com/nanjing-yhtq/88402766.html?s=01&t=0,上海讯实网络科技有限公司,南京-雨花台区,0.8-1万/月,2年经验,大专,7,9000.0,1,0,0,0
332,663,高级Python开发工程师,http://jobs.51job.com/shanghai-pdxq/65609732.html?s=01&t=0,上海天旦网络科技发展有限公司,上海-浦东新区,1.2-2.4万/月,3-4年经验,本科,0,18000.0,0,1,0,0
333,666,Python开发工程师,http://jobs.51job.com/taiyuan/91346321.html?s=01&t=0,速发讯达科技（北京）有限公司,太原,4-8千/月,1年经验,本科,16,6000.0,0,1,0,0
334,667,高级python/c工程师,http://jobs.51job.com/guangzhou-thq/84613298.html?s=01&t=0,广州杰颉软件科技有限公司,广州-天河区,1.5-2万/月,3-4年经验,本科,19,17500.0,0,1,0,0
335,668,python开发工程师,http://jobs.51job.com/beijing-hdq/91305240.html?s=01&t=0,北京宇华永信分析科技有限公司,北京-海淀区,0.8-1万/月,1年经验,本科,6,9000.0,0,1,0,0
336,670,python开发工程师,http://jobs.51job.com/shanghai-lwq/88327045.html?s=01&t=0,义橙网络科技（上海）有限公司,上海-卢湾区,0.8-1万/月,3-4年经验,本科,0,9000.0,0,1,0,0
337,671,Python高级开发工程师,http://jobs.51job.com/beijing-cyq/91443706.html?s=01&t=0,北京旅途商务服务有限公司,北京-朝阳区,2-2.5万/月,3-4年经验,大专,6,22500.0,1,0,0,0
338,672,Python开发工程师,http://jobs.51job.com/beijing/91293405.html?s=01&t=0,北京永信至诚科技股份有限公司,北京,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
339,673,Python爬虫工程师,http://jobs.51job.com/chengdu-gxq/91077523.html?s=01&t=0,深圳市博雅成信金融服务有限公司,成都-高新区,1-1.5万/月,2年经验,本科,21,12500.0,0,1,0,0
340,675,Python后端开发工程师,http://jobs.51job.com/nanjing-yhtq/86034098.html?s=01&t=0,南京英莫特信息科技有限公司,南京-雨花台区,1.2-2万/月,3-4年经验,本科,7,16000.0,0,1,0,0
341,676,Python高级开发工程师,http://jobs.51job.com/shanghai-hpq/90256531.html?s=01&t=0,糖小护健康科技（上海）有限公司,上海-黄浦区,1-1.5万/月,5-7年经验,本科,0,12500.0,0,1,0,0
342,678,Python开发工程师,http://jobs.51job.com/hangzhou-xhq/86183099.html?s=01&t=0,杭州博彦信息技术有限公司,杭州-西湖区,1.5-2万/月,2年经验,大专,24,17500.0,1,0,0,0
343,679,python工程师（大数据方向）,http://jobs.51job.com/beijing-cyq/89655553.html?s=01&t=0,北京迅达云成科技有限公司,北京-朝阳区,1-1.5万/月,1年经验,本科,6,12500.0,0,1,0,0
344,680,PHP/Python高级软件工程师,http://jobs.51job.com/beijing-hdq/91028559.html?s=01&t=0,A10 Networks Inc,北京-海淀区,1.5-2万/月,5-7年经验,本科,6,17500.0,0,1,0,0
345,688,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/88833295.html?s=01&t=0,南京帕斯森机器人科技有限公司,深圳-福田区,0.6-1.5万/月,3-4年经验,本科,30,10500.0,0,1,0,0
346,691,PYTHON开发工程师（信息安全方向）,http://jobs.51job.com/shanghai-ptq/90781319.html?s=01&t=0,上海观安信息技术有限公司,上海-普陀区,1-2万/月,3-4年经验,大专,0,15000.0,1,0,0,0
347,696,Python开发工程师,http://jobs.51job.com/xiamen/90365175.html?s=01&t=0,厦门中云创电子科技有限公司,厦门,0.8-1.2万/月,2年经验,大专,10,10000.0,1,0,0,0
348,697,Python开发工程师,http://jobs.51job.com/beijing/91021288.html?s=01&t=0,北京天融信科技有限公司,北京,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
349,699,Python爬虫工程师,http://jobs.51job.com/tianjin/81528595.html?s=01&t=0,武汉佰钧成技术有限责任公司,天津,0.8-1万/月,2年经验,本科,15,9000.0,0,1,0,0
350,705,Python开发工程师,http://jobs.51job.com/beijing-hdq/90776208.html?s=01&t=0,全球播科技（北京）有限公司,北京-海淀区,0.6-1万/月,3-4年经验,本科,6,8000.0,0,1,0,0
351,706,Python开发工程师,http://jobs.51job.com/beijing-hdq/79565714.html?s=01&t=0,北京网拓时代科技有限公司,北京-海淀区,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
352,707,python开发实习生,http://jobs.51job.com/hangzhou/89331341.html?s=01&t=0,杭州九郡棠科技有限公司,杭州,4-6千/月,无工作经验,大专,24,5000.0,1,0,0,0
353,708,Python开发工程师,http://jobs.51job.com/changchun/84331236.html?s=01&t=0,长春市才库管理咨询有限公司,长春,0.8-1万/月,2年经验,本科,41,9000.0,0,1,0,0
354,709,Python软件工程师,http://jobs.51job.com/shenzhen-ftq/91123391.html?s=01&t=0,深圳市卧虎藏龙科技有限公司,深圳-福田区,1.5-3.5万/月,2年经验,大专,30,25000.0,1,0,0,0
355,711,Python开发工程师,http://jobs.51job.com/beijing-cyq/91057331.html?s=01&t=0,北京敏特昭阳科技发展有限公司,北京-朝阳区,1-2万/月,3-4年经验,大专,6,15000.0,1,0,0,0
356,715,python工程师,http://jobs.51job.com/chengdu-gxq/88352653.html?s=01&t=0,成都智库二八六一信息技术有限公司,成都-高新区,0.5-1万/月,1年经验,本科,21,7500.0,0,1,0,0
357,716,Python 开发工程师,http://jobs.51job.com/beijing-hdq/91032742.html?s=01&t=0,有利网,北京-海淀区,1-2万/月,1年经验,本科,6,15000.0,0,1,0,0
358,717,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/83790625.html?s=01&t=0,冬竞投资有限公司深圳分公司,深圳-南山区,1.5-3万/月,2年经验,本科,30,22500.0,0,1,0,0
359,718,Python开发工程师（大数据处理）,http://jobs.51job.com/hangzhou/87903598.html?s=01&t=0,杭州追灿科技有限公司,杭州,4-8千/月,无工作经验,本科,24,6000.0,0,1,0,0
360,719,Python开发工程师/中级高级python软件工程师,http://jobs.51job.com/shanghai-ptq/88365508.html?s=01&t=0,上海塑盛电子商务有限公司,上海-普陀区,1-1.8万/月,2年经验,大专,0,14000.0,1,0,0,0
361,721,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/88822697.html?s=01&t=0,格隆汇科技发展（深圳）有限公司,深圳-南山区,0.7-1万/月,2年经验,本科,30,8500.0,0,1,0,0
362,723,软件工程师Python方向,http://jobs.51job.com/chengdu/67158920.html?s=01&t=0,成都南天佳信信息工程有限公司,成都,3-8千/月,1年经验,本科,21,5500.0,0,1,0,0
363,725,Python开发工程师,http://jobs.51job.com/shenyang-ddq/90850208.html?s=01&t=0,沈阳文尚投资咨询有限公司,沈阳-大东区,6-8千/月,2年经验,本科,26,7000.0,0,1,0,0
364,727,python Web开发工程师,http://jobs.51job.com/shanghai/86068633.html?s=01&t=0,北京汉克时代科技有限公司,上海,1-1.5万/月,2年经验,本科,0,12500.0,0,1,0,0
365,728,Python研发工程师,http://jobs.51job.com/nanjing/80748032.html?s=01&t=0,江苏国瑞信安科技有限公司,南京,0.8-1万/月,2年经验,大专,7,9000.0,1,0,0,0
366,732,Python开发工程师,http://jobs.51job.com/beijing-hdq/79577246.html?s=01&t=0,脉讯在线（北京）信息技术有限公司,北京-海淀区,1.2-2.5万/月,2年经验,本科,6,18500.0,0,1,0,0
367,734,Python开发工程师,http://jobs.51job.com/beijing/78132604.html?s=01&t=0,蓝色光标电子商务（上海）有限公司,北京,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
368,736,Python软件工程师,http://jobs.51job.com/wuhan/70849566.html?s=01&t=0,武汉华大国家数字化学习工程技术有限公司,武汉,6-8千/月,2年经验,本科,25,7000.0,0,1,0,0
369,738,Python开发工程师,http://jobs.51job.com/shanghai-hpq/90492653.html?s=01&t=0,丝路资源有限公司,上海-黄浦区,1-1.5万/月,5-7年经验,本科,0,12500.0,0,1,0,0
370,739,Python开发工程师,http://jobs.51job.com/bozhou/89237135.html?s=01&t=0,亳州市天济药业有限公司,亳州,6-8千/月,3-4年经验,本科,3,7000.0,0,1,0,0
371,740,Python开发工程师,http://jobs.51job.com/shanghai-cnq/90431455.html?s=01&t=0,上海桔豆网络科技有限公司,上海-长宁区,1.5-2万/月,5-7年经验,本科,0,17500.0,0,1,0,0
372,743,软件工程师 - Python,http://jobs.51job.com/shanghai/62336860.html?s=01&t=0,美屋得信息技术（上海）有限公司,上海,1.5-2万/月,3-4年经验,本科,0,17500.0,0,1,0,0
373,746,Go/Python语言开发工程师,http://jobs.51job.com/guangzhou-thq/88728239.html?s=01&t=0,广州市长寿村饮品（连锁）有限公司,广州-天河区,4-7千/月,1年经验,本科,19,5500.0,0,1,0,0
374,748,Python后端开发工程师,http://jobs.51job.com/nanjing/89687746.html?s=01&t=0,南京正和文化传媒有限公司,南京,0.7-1.4万/月,2年经验,本科,7,10499.999999999998,0,1,0,0
375,750,Python开发工程师,http://jobs.51job.com/beijing-ftq/87718751.html?s=01&t=0,北京商高科技有限公司,北京-丰台区,2-2.5万/月,2年经验,本科,6,22500.0,0,1,0,0
376,753,Python软件开发,http://jobs.51job.com/nanjing/82820331.html?s=01&t=0,深圳市前海图灵互联网金融服务有限公司,南京,4.5-7千/月,1年经验,大专,7,5750.0,1,0,0,0
377,754,Python开发工程师,http://jobs.51job.com/hangzhou-yhq/87534697.html?s=01&t=0,杭州牛盾网络技术有限公司,杭州-余杭区,0.8-1.5万/月,1年经验,本科,24,11500.0,0,1,0,0
378,756,python开发工程师,http://jobs.51job.com/hangzhou/90824997.html?s=01&t=0,校宝在线（杭州）科技股份有限公司,杭州,0.8-1.5万/月,1年经验,本科,24,11500.0,0,1,0,0
379,757,Python开发工程师,http://jobs.51job.com/zhengzhou/79270725.html?s=01&t=0,河南智游臻龙教育科技有限公司,郑州,0.8-1.2万/月,1年经验,大专,39,10000.0,1,0,0,0
380,759,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/87904405.html?s=01&t=0,恒杉（深圳）企业管理咨询有限公司,深圳-福田区,1-1.5万/月,3-4年经验,大专,30,12500.0,1,0,0,0
381,762,Python开发工程师,http://jobs.51job.com/beijing-cyq/83523049.html?s=01&t=0,北京车势科技有限公司,北京-朝阳区,2-2.5万/月,2年经验,本科,6,22500.0,0,1,0,0
382,766,Python高级开发工程师,http://jobs.51job.com/shanghai/86331197.html?s=01&t=0,迈智微电子（上海）有限公司（美资软件公司）,上海,2-2.5万/月,5-7年经验,本科,0,22500.0,0,1,0,0
383,768,Python开发工程师,http://jobs.51job.com/shenzhen-lhxq/89514174.html?s=01&t=0,深圳市泰信通信息技术有限公司,深圳-龙华新区,0.9-1.5万/月,2年经验,大专,30,12000.0,1,0,0,0
384,769,Python高级开发工程师,http://jobs.51job.com/beijing-cyq/90375699.html?s=01&t=0,鼎合远传技术（北京）股份有限公司,北京-朝阳区,2-4万/月,5-7年经验,本科,6,30000.0,0,1,0,0
385,774,Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/90814053.html?s=01&t=0,上海期货信息技术有限公司,上海-浦东新区,15-30万/年,3-4年经验,本科,0,18750.0,0,1,0,0
386,776,Python开发实习生,http://jobs.51job.com/shanghai-xhq/81409598.html?s=01&t=0,上海数旦信息技术有限公司,上海-徐汇区,5-6千/月,无工作经验,本科,0,5500.0,0,1,0,0
387,779,Python开发工程师,http://jobs.51job.com/beijing/85311628.html?s=01&t=0,北京子衿晨风科技有限公司,北京,1.5-2.5万/月,2年经验,本科,6,20000.0,0,1,0,0
388,780,python讲师(000554),http://jobs.51job.com/beijing/85038227.html?s=01&t=0,达内培训集团,北京,1.5-2.5万/月,3-4年经验,大专,6,20000.0,1,0,0,0
389,782,Senior Software Engineer- Python,http://jobs.51job.com/beijing-hdq/88689725.html?s=01&t=0,红帽软件（北京）有限公司,北京-海淀区,2-2.5万/月,5-7年经验,本科,6,22500.0,0,1,0,0
390,783,C++开发工程师（Python/Lua方向）,http://jobs.51job.com/beijing/85041696.html?s=01&t=0,中航航空电子有限公司,北京,0.6-1.2万/月,3-4年经验,本科,6,9000.0,0,1,0,0
391,784,Python高级工程师/架构师--电信信息化,http://jobs.51job.com/beijing-hdq/83805652.html?s=01&t=0,中数通信息有限公司,北京-海淀区,6-9千/月,3-4年经验,本科,6,7500.0,0,1,0,0
392,785,Python开发工程师,http://jobs.51job.com/lanzhou/90216379.html?s=01&t=0,甘肃英蓝计算机科技有限公司,兰州,0.6-1万/月,1年经验,大专,5,8000.0,1,0,0,0
393,787,python爬虫工程师（数据挖掘方向）,http://jobs.51job.com/shenzhen-nsq/86982446.html?s=01&t=0,深圳市全链智能技术有限公司,深圳-南山区,1.5-2万/月,5-7年经验,本科,30,17500.0,0,1,0,0
394,789,Python开发工程师,http://jobs.51job.com/shenzhen-lhq/90367568.html?s=01&t=0,深圳好多银科技有限公司,深圳-罗湖区,0.8-1.5万/月,3-4年经验,本科,30,11500.0,0,1,0,0
395,790,爬虫（Java/python）工程师,http://jobs.51job.com/wuhan/89432268.html?s=01&t=0,北京阿博茨科技有限公司武汉分公司,武汉,0.8-1万/月,2年经验,大专,25,9000.0,1,0,0,0
396,791,Python高级开发工程师,http://jobs.51job.com/wuhan-hsq/90518744.html?s=01&t=0,武汉市乾吉科技有限公司,武汉-洪山区,1.2-1.8万/月,5-7年经验,大专,25,15000.0,1,0,0,0
397,793,JAVA/Python高级开发工程师,http://jobs.51job.com/shenzhen-lgq/82020667.html?s=01&t=0,深圳市心讯科技有限公司,深圳-龙岗区,4-5万/月,5-7年经验,本科,30,45000.0,0,1,0,0
398,796,高级python工程师,http://jobs.51job.com/shanghai-hpq/77548508.html?s=01&t=0,若信信息科技（上海）有限公司,上海-黄浦区,1.5-2.2万/月,3-4年经验,本科,0,18500.0,0,1,0,0
399,798,python开发工程师,http://jobs.51job.com/wuhan-hsq/88970296.html?s=01&t=0,武汉金鼎玉铉科技有限公司,武汉-洪山区,5-7千/月,3-4年经验,大专,25,6000.0,1,0,0,0
400,800,python后台开发人员,http://jobs.51job.com/shenzhen-nsq/90561000.html?s=01&t=0,深圳互娱网络科技有限公司广州分公司,深圳-南山区,0.8-1.5万/月,3-4年经验,本科,30,11500.0,0,1,0,0
401,801,Python高级开发工程师,http://jobs.51job.com/guangzhou-hzq/72246368.html?s=01&t=0,广州艾美网络科技有限公司,广州-海珠区,1-2万/月,3-4年经验,本科,19,15000.0,0,1,0,0
402,803,Python工程师,http://jobs.51job.com/guangzhou-thq/80611988.html?s=01&t=0,蓝盾信息安全技术股份有限公司,广州-天河区,5-7千/月,无工作经验,本科,19,6000.0,0,1,0,0
403,807,Python开发工程师,http://jobs.51job.com/hangzhou-xhq/84573537.html?s=01&t=0,浙江爱信诺航天信息有限公司,杭州-西湖区,1.2-2.5万/月,5-7年经验,本科,24,18500.0,0,1,0,0
404,808,JAVA(Python)开发工程师,http://jobs.51job.com/nanjing-jnq/87024192.html?s=01&t=0,山东赛瑞思信息科技有限公司,南京-江宁区,0.8-1万/月,1年经验,本科,7,9000.0,0,1,0,0
405,809,Python/Odoo 高级开发工程师,http://jobs.51job.com/shanghai-hkq/90224902.html?s=01&t=0,广州安莱信息通信技术有限公司,上海-虹口区,1.5-2万/月,3-4年经验,大专,0,17500.0,1,0,0,0
406,810,Python 工程師,http://jobs.51job.com/shenzhen/91130350.html?s=01&t=0,深圳华策数据科技有限公司,深圳,1.5-2万/月,3-4年经验,本科,30,17500.0,0,1,0,0
407,815,python开发,http://jobs.51job.com/ningbo/90294852.html?s=01&t=0,宁波国研软件技术有限公司,宁波,0.8-1万/月,2年经验,本科,17,9000.0,0,1,0,0
408,816,python,http://jobs.51job.com/suzhou/81217026.html?s=01&t=0,上海众言网络科技有限公司,苏州,1-1.5万/月,3-4年经验,本科,36,12500.0,0,1,0,0
409,820,Python开发工程师,http://jobs.51job.com/shenzhen-lhq/82844326.html?s=01&t=0,深圳广田云万家科技有限公司,深圳-罗湖区,1.5-2.5万/月,2年经验,本科,30,20000.0,0,1,0,0
410,821,Python开发工程师,http://jobs.51job.com/beijing-cyq/91557913.html?s=01&t=0,标贝（北京）科技有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
411,822,python开发工程师,http://jobs.51job.com/beijing-hdq/91071231.html?s=01&t=0,北京融联世纪信息技术有限公司,北京-海淀区,2.2-3万/月,3-4年经验,本科,6,26000.0,0,1,0,0
412,823,Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/91667419.html?s=01&t=0,上海互教教育科技有限公司,上海-浦东新区,1.2-2万/月,3-4年经验,本科,0,16000.0,0,1,0,0
413,824,Python运维工程师,http://jobs.51job.com/kunshan/87416552.html?s=01&t=0,昆山龙博信息科技有限公司,异地招聘,1-1.5万/月,3-4年经验,大专,20,12500.0,1,0,0,0
414,826,python工程师,http://jobs.51job.com/guangzhou-thq/74581306.html?s=01&t=0,广州迪奥信息科技有限公司,广州-天河区,0.9-1.4万/月,1年经验,大专,19,11500.0,1,0,0,0
415,827,Python开发工程师,http://jobs.51job.com/qingdao-lsq/85456235.html?s=01&t=0,青岛兰海宽客网络科技有限公司,青岛-崂山区,4.5-6千/月,1年经验,本科,43,5250.0,0,1,0,0
416,828,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/86960925.html?s=01&t=0,深圳市全嘉优护科技有限公司,深圳-福田区,1-1.5万/月,3-4年经验,大专,30,12500.0,1,0,0,0
417,829,Python测试开发工程师,http://jobs.51job.com/shanghai-pdxq/87762470.html?s=01&t=0,上海陆家嘴国际金融资产交易市场股份有限公司,上海-浦东新区,1.5-3万/月,3-4年经验,本科,0,22500.0,0,1,0,0
418,830,Python开发工程师,http://jobs.51job.com/hangzhou-xhq/91551973.html?s=01&t=0,杭州云徙科技有限公司,杭州-西湖区,1.5-2万/月,3-4年经验,本科,24,17500.0,0,1,0,0
419,833,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/85805430.html?s=01&t=0,广东深华消防设备工程股份有限公司,深圳-南山区,1-1.5万/月,2年经验,大专,30,12500.0,1,0,0,0
420,835,Python研发工程师,http://jobs.51job.com/beijing-hdq/85702305.html?s=01&t=0,上海隆达软件股份有限公司,北京-海淀区,1.5-2.5万/月,3-4年经验,大专,6,20000.0,1,0,0,0
421,836,python工程师,http://jobs.51job.com/shanghai-ypq/71437344.html?s=01&t=0,上海明匠智能系统有限公司,上海-杨浦区,12-35万/年,1年经验,本科,0,19583.33333333333,0,1,0,0
422,837,Python开发,http://jobs.51job.com/guangzhou-thq/87311809.html?s=01&t=0,广州机智云物联网科技有限公司,广州-天河区,1.2-2万/月,3-4年经验,本科,19,16000.0,0,1,0,0
423,841,Python软件工程师,http://jobs.51job.com/shenyang-dlhnq/82461084.html?s=01&t=0,沈阳彩檬科技有限公司,沈阳-东陵区（...,0.3-1万/月,1年经验,大专,26,6500.0,1,0,0,0
424,842,Python网站开发工程师,http://jobs.51job.com/hangzhou-yhq/66564611.html?s=01&t=0,杭州微著网络有限公司,杭州-余杭区,1-1.5万/月,3-4年经验,本科,24,12500.0,0,1,0,0
425,844,高级 OCR 图像、光学识别工程师/Python研发,http://jobs.51job.com/shanghai-ptq/84727512.html?s=01&t=0,上海使爱智能科技有限公司,上海-普陀区,30-40万/年,3-4年经验,本科,0,29166.66666666667,0,1,0,0
426,847,Python软件工程师（高薪+优秀团队）,http://jobs.51job.com/ningbo-hsq/90149168.html?s=01&t=0,浙江汇诚知识产权代理有限公司,宁波-海曙区,0.5-1万/月,1年经验,大专,17,7500.0,1,0,0,0
427,849,Python开发工程师,http://jobs.51job.com/changsha-ylq/88442799.html?s=01&t=0,湖南艾瓦特网络科技有限公司,长沙-岳麓区,1-1.5万/月,2年经验,本科,42,12500.0,0,1,0,0
428,850,Python程序员 数据挖掘方向,http://jobs.51job.com/shenzhen-ftq/86554934.html?s=01&t=0,深圳市越健明科技有限公司,深圳-福田区,0.6-1.2万/月,1年经验,大专,30,9000.0,1,0,0,0
429,856,Python开发工程师,http://jobs.51job.com/hangzhou-jgq/91811298.html?s=01&t=0,浙江花集网科技股份有限公司,杭州-江干区,1-1.2万/月,2年经验,本科,24,11000.0,0,1,0,0
430,858,python开发工程师,http://jobs.51job.com/haikou/84154949.html?s=01&t=0,海南讯海科技有限公司,海口,1-1.5万/月,2年经验,本科,28,12500.0,0,1,0,0
431,863,python后台开发工程师,http://jobs.51job.com/shenzhen-nsq/90380606.html?s=01&t=0,深圳市悦动天下科技有限公司,深圳-南山区,1-2万/月,2年经验,本科,30,15000.0,0,1,0,0
432,864,Python开发工程师,http://jobs.51job.com/shanghai-pdxq/75013335.html?s=01&t=0,上海进馨网络科技有限公司（纳米盒）,上海-浦东新区,1-2.5万/月,1年经验,本科,0,17500.0,0,1,0,0
433,865,手游后端开发（Python）,http://jobs.51job.com/shanghai-pdxq/90875099.html?s=01&t=0,上海象融蓝海文化传媒有限公司,上海-浦东新区,0.8-1万/月,1年经验,大专,0,9000.0,1,0,0,0
434,867,Python开发工程师,http://jobs.51job.com/shanghai/84985093.html?s=01&t=0,上海吾创信息科技有限公司,上海,0.8-1.3万/月,2年经验,本科,0,10500.0,0,1,0,0
435,871,Python开发工程师,http://jobs.51job.com/chengdu/91797641.html?s=01&t=0,成都吉胜科技有限责任公司,成都,0.8-1.6万/月,2年经验,本科,21,12000.000000000002,0,1,0,0
436,873,Python高级开发工程师,http://jobs.51job.com/beijing/91787424.html?s=01&t=0,上海洞识信息科技有限公司,异地招聘,0.9-2万/月,3-4年经验,本科,20,14500.0,0,1,0,0
437,874,Python开发工程师,http://jobs.51job.com/shanghai/88321064.html?s=01&t=0,阳光恒美金融信息技术服务（上海）股份有限公司,上海,1.5-2万/月,2年经验,本科,0,17500.0,0,1,0,0
438,880,python开发工程师,http://jobs.51job.com/guangzhou/64056639.html?s=01&t=0,广东亿迅科技有限公司,广州,1.5-2万/月,1年经验,本科,19,17500.0,0,1,0,0
439,881,Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/69317535.html?s=01&t=0,新达达,上海-浦东新区,2-3万/月,3-4年经验,本科,0,25000.0,0,1,0,0
440,883,python 高级开发工程师,http://jobs.51job.com/guangzhou-thq/90212520.html?s=01&t=0,广州润普网络科技有限公司,广州-天河区,0.7-1万/月,2年经验,大专,19,8500.0,1,0,0,0
441,884,python爬虫工程师,http://jobs.51job.com/tianjin/87991254.html?s=01&t=0,吉比艾（天津）软件研发有限公司,天津,6-8千/月,2年经验,本科,15,7000.0,0,1,0,0
442,886,Python开发工程师,http://jobs.51job.com/shanghai-xhq/90913001.html?s=01&t=0,深圳市众软信息技术有限公司,上海-徐汇区,1-1.5万/月,2年经验,本科,0,12500.0,0,1,0,0
443,887,python培训讲师（专***）,http://jobs.51job.com/shenzhen-nsq/80394707.html?s=01&t=0,深圳迈瑞思信息技术有限公司,深圳-南山区,1.5-2万/月,3-4年经验,大专,30,17500.0,1,0,0,0
444,889,Python讲师,http://jobs.51job.com/shanghai/89967073.html?s=01&t=0,海文信息技术有限公司,上海,1-1.5万/月,1年经验,本科,0,12500.0,0,1,0,0
445,893,Python开发工程师,http://jobs.51job.com/nanjing/81222436.html?s=01&t=0,南京富士通南大软件技术有限公司,南京,10-15万/年,2年经验,本科,7,10416.666666666666,0,1,0,0
446,894,Python开发工程师,http://jobs.51job.com/beijing/91619752.html?s=01&t=0,华信永益（北京）信息技术有限公司,北京,1.2-1.7万/月,2年经验,本科,6,14500.0,0,1,0,0
447,896,Python工程师,http://jobs.51job.com/guangzhou-byq/90282892.html?s=01&t=0,广州优樱斯贸易有限公司,广州-白云区,1-1.5万/月,2年经验,大专,19,12500.0,1,0,0,0
448,898,python开发工程师,http://jobs.51job.com/shanghai-mhq/75138734.html?s=01&t=0,上海擎云物联网股份有限公司,上海-闵行区,6-8千/月,1年经验,大专,0,7000.0,1,0,0,0
449,900,python软件开发工程师/运维开发工程师,http://jobs.51job.com/shenzhen-nsq/88242299.html?s=01&t=0,广州尚融网络科技有限公司,深圳-南山区,1-1.5万/月,3-4年经验,大专,30,12500.0,1,0,0,0
450,901,机器学习开发工程师（熟悉python者优先）,http://jobs.51job.com/shenzhen-nsq/90848940.html?s=01&t=0,深圳中兴网信科技有限公司,深圳-南山区,1.5-2万/月,1年经验,硕士,30,17500.0,0,0,1,0
451,904,"Software Engineer_Python/C,C++/EDA",http://jobs.51job.com/shanghai/71545548.html?s=01&t=0,新思科技（上海）Synopsys,上海,20-30万/年,3-4年经验,本科,0,20833.33333333333,0,1,0,0
452,905,Python 抓取爬虫数据处理工程师,http://jobs.51job.com/shanghai-xhq/91556407.html?s=01&t=0,上海亿保网络技术有限公司,上海-徐汇区,0.7-1万/月,2年经验,本科,0,8500.0,0,1,0,0
453,906,python web开发工程师,http://jobs.51job.com/wuhan/64407727.html?s=01&t=0,武汉纤效电子科技有限公司,武汉,6-8千/月,2年经验,大专,25,7000.0,1,0,0,0
454,909,python工程师,http://jobs.51job.com/beijing-hdq/89122639.html?s=01&t=0,数据堂（北京）科技股份有限公司,北京-海淀区,0.8-1万/月,2年经验,本科,6,9000.0,0,1,0,0
455,911,python工程师,http://jobs.51job.com/chengdu-whq/90353706.html?s=01&t=0,成都柠檬时光科技有限公司,成都-武侯区,0.8-1.2万/月,2年经验,本科,21,10000.0,0,1,0,0
456,913,Python工程师,http://jobs.51job.com/nanjing-yhtq/91346112.html?s=01&t=0,安徽壹佰佳互联网科技有限公司江苏分公司,南京-雨花台区,6-8千/月,2年经验,大专,7,7000.0,1,0,0,0
457,915,Python开发工程师,http://jobs.51job.com/beijing/89689720.html?s=01&t=0,北京卡车之家信息技术股份有限公司,北京,1-1.5万/月,3-4年经验,大专,6,12500.0,1,0,0,0
458,920,python开发,http://jobs.51job.com/shanghai-ypq/78688085.html?s=01&t=0,上海高重信息科技有限公司,上海-杨浦区,0.7-2万/月,3-4年经验,本科,0,13500.0,0,1,0,0
459,921,Python开发工程师,http://jobs.51job.com/shijiazhuang/91640453.html?s=01&t=0,石家庄弘亿科技有限公司,石家庄,4-8千/月,3-4年经验,大专,34,6000.0,1,0,0,0
